index,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
203,Northern,Ladakh,Kargil,Kargil War Memorial,War Memorial,24,1.0,4.8,0,No,None,Historical,Yes,0.011,All
204,Northern,Ladakh,Diskit,Diskit Monastery,Monastery,1351,1.0,4.7,20,No,None,Religious,No,0.015,Morning
205,Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,1981,3.0,4.3,100,No,None,Wildlife,Yes,0.01,All
206,Northern,Ladakh,Hemis,Hemis National Park,National Park,1981,4.0,4.4,20,No,None,Wildlife,Yes,0.02,All
207,Northern,Ladakh,Dras,Dras War Memorial,War Memorial,Unknown,1.0,4.8,0,No,None,Historical,Yes,0.012,All
208,Northern,Ladakh,Leh,Magnetic Hill,Gravity Hill,Unknown,0.5,3.7,0,Yes,None,Nature,Yes,0.1,All
209,Northern,Ladakh,Leh,Khardung La Pass,Hill,Unknown,1.0,4.5,0,Yes,None,Adventure,Yes,0.05,Afternoon
210,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,30,Yes,None,Religious,No,0.05,All
211,Central,Uttar Pradesh,Vrindavan,Prem Mandir,Temple,2012,1.5,4.8,0,Yes,None,Religious,Yes,0.49,Evening
212,Central,Uttar Pradesh,Porbandar,Kirti Mandir,Memorial,1950,1.0,4.8,0,Yes,None,Historical,Yes,0.03,Morning
213,Central,Uttar Pradesh,Mathura,Nand Gaon,Village,Unknown,1.0,4.1,0,Yes,None,Cultural,Yes,0.01,Morning
214,Central,Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,1.0,4.8,0,Yes,None,Religious,Yes,0.1,Morning
215,Eastern,West Bengal,Darjeeling,Tiger Hill,Sunrise Point,Unknown,1.0,4.5,0,No,None,Nature,Yes,0.025,All
216,Eastern,West Bengal,Siliguri,Jaldapara National Park,Wildlife Sanctuary,1941,3.0,4.4,250,Yes,None,Wildlife,Yes,0.035,All
217,Eastern,West Bengal,Sundarbans,Sundarbans National Park,National Park,1984,4.0,4.4,60,No,None,Wildlife,Yes,0.065,All
218,Eastern,West Bengal,Digha,Digha Beach,Beach,Unknown,1.5,4.5,0,No,None,Recreational,Yes,0.09,Morning
219,Eastern,West Bengal,Murshidabad,Hazarduari Palace,Palace,1837,1.5,4.5,10,Yes,Friday,Historical,Yes,0.18,Morning
220,Eastern,West Bengal,Bolpur,Kankalitala Temple,Temple,Unknown,0.5,4.7,0,Yes,None,Religious,No,0.045,All
221,Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,1814,0.5,4.6,0,Yes,None,Architectural,No,0.07,All
222,Eastern,West Bengal,Jalpaiguri,Gorumara National Park,National Park,1949,3.0,4.4,100,Yes,None,Wildlife,Yes,0.07,All
223,Eastern,West Bengal,Cooch Behar,Cooch Behar Palace,Palace,1887,1.0,4.5,20,Yes,Friday,Historical,Yes,0.09,All
224,Eastern,West Bengal,Purulia,Ayodhya Hills,Hill,Unknown,2.5,4.5,0,No,None,Nature,Yes,0.15,All
225,Eastern,Odisha,Puri,Jagannath Temple,Temple,12th century,2.0,4.7,0,Yes,None,Religious,No,1.0,All
226,Eastern,Odisha,Konark,Sun Temple,Temple,1250,1.5,4.7,40,Yes,None,Historical,Yes,0.83,All
227,Eastern,Odisha,Bhubaneswar,Lingaraj Temple,Temple,11th century,1.0,4.6,0,Yes,None,Religious,No,0.35,All
228,Eastern,Odisha,Rourkela,Khandadhar Waterfall,Waterfall,Unknown,1.5,4.5,0,No,None,Nature,Yes,1.2,All
229,Eastern,Odisha,Cuttack,Barabati Fort,Fort,-987,1.0,4.5,0,Yes,None,Historical,Yes,0.13,All
230,Eastern,Odisha,Sambalpur,Hirakud Dam,Dam,1957,1.0,4.5,0,No,None,Engineering Marvel,Yes,0.01,All
231,Eastern,Odisha,Chilika,Chilika Lake,Lake,Unknown,2.0,3.9,0,Yes,None,Nature,Yes,0.1,Morning
232,Eastern,Odisha,Berhampur,Tara Tarini Temple,Temple,Ancient,1.0,4.6,0,Yes,None,Religious,No,0.01,All
233,Eastern,Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,Unknown,1.0,4.3,0,No,None,Nature,Yes,0.018,Morning
234,Eastern,Odisha,Balasore,Chandipur Beach,Beach,Unknown,1.5,4.2,0,Yes,None,Recreational,Yes,0.014,Morning
235,Eastern,Odisha,Kendujhar,Sanaghagara Waterfall,Waterfall,Unknown,1.0,4.4,0,No,None,Nature,Yes,0.055,All
236,Southern,Tamil Nadu,Chennai,Marina Beach,Beach,Unknown,1.5,3.9,0,Yes,None,Recreational,Yes,0.1,Morning
237,Southern,Tamil Nadu,Madurai,Meenakshi Amman Temple,Temple,6th century AD,2.0,4.7,0,Yes,None,Religious,No,0.65,All
238,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,12th century,1.5,4.6,0,No,None,Religious,No,0.01,All
239,Southern,Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,Memorial,1970,1.0,4.6,20,Yes,None,Historical,No,0.47,Morning
240,Southern,Tamil Nadu,Ooty,Ooty Lake,Lake,1824,1.0,4.1,10,Yes,None,Recreational,Yes,0.61,Morning
241,Southern,Tamil Nadu,Coimbatore,Marudamalai Temple,Temple,12th century,1.0,4.7,0,Yes,None,Religious,No,0.3,All
242,Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,1863,2.0,3.9,0,No,None,Recreational,Yes,0.1,Morning
243,Southern,Tamil Nadu,Thanjavur,Brihadeeswarar Temple,Temple,110,1.5,4.8,0,Yes,None,Religious,No,0.35,All
244,Southern,Tamil Nadu,Mahabalipuram,Shore Temple,Temple,7th century,1.0,4.6,40,Yes,None,Historical,No,0.09,All
245,Southern,Tamil Nadu,Yercaud,Yercaud Lake,Lake,Unknown,1.0,4.2,0,No,None,Recreational,Yes,0.019,Morning
246,Southern,Tamil Nadu,Tirunelveli,Nellaiappar Temple,Temple,7th century,1.0,4.6,0,Yes,None,Religious,No,0.16,All
247,Southern,Tamil Nadu,Chidambaram,Nataraja Temple,Temple,10th century,1.0,4.7,0,Yes,None,Religious,No,0.28,All
248,Southern,Andhra Pradesh,Vijayawada,Kanaka Durga Temple,Temple,Unknown,1.0,4.7,0,Yes,None,Religious,No,0.44,All
249,Southern,Andhra Pradesh,Visakhapatnam,Rishikonda Beach,Beach,Unknown,1.5,4.5,0,Yes,None,Recreational,Yes,0.39,Morning
250,Southern,Andhra Pradesh,Srisailam,Mallikarjuna Swamy Temple,Temple,14th century,1.0,4.7,0,No,None,Religious,No,0.49,All
251,Southern,Andhra Pradesh,Rajahmundry,Papikondalu,Hill,Unknown,2.0,4.3,0,Yes,None,Nature,Yes,0.032,All
252,Southern,Andhra Pradesh,Anantapur,Lepakshi,Site,16th century,1.5,4.6,0,No,None,Historical,Yes,0.075,All
253,Southern,Andhra Pradesh,Kurnool,Belum Caves,Cave,Unknown,1.5,4.4,65,Yes,None,Natural Wonder,Yes,0.11,Afternoon
254,Southern,Andhra Pradesh,Amravati,Amaravathi Temple,Temple,Unknown,1.0,4.7,0,Yes,None,Religious,No,0.041,All
255,Southern,Andhra Pradesh,Guntur,Uppalapadu Bird Sanctuary,Bird Sanctuary,Unknown,1.0,4.4,10,Yes,None,Wildlife,Yes,0.7,All
256,Southern,Andhra Pradesh,Kadapa,Gandikota Fort,Fort,12th century,1.5,4.5,0,No,None,Historical,Yes,0.015,Morning
257,Southern,Andhra Pradesh,Puttaparthi,Prasanthi Nilayam,Spiritual Center,1950,1.0,4.7,0,Yes,None,Religious,Yes,0.12,All
258,Southern,Andhra Pradesh,Vizianagaram,Simhachalam Temple,Temple,198,1.0,4.7,0,Yes,None,Religious,No,0.59,All
259,Southern,Andhra Pradesh,Visakhapatnam,Kailasagiri,Hill,Unknown,2.0,4.5,0,Yes,None,Recreational,Yes,0.019,All
260,Southern,Andhra Pradesh,Visakhapatnam,Submarine Museum,Museum,22,1.0,4.6,40,Yes,None,Historical,Yes,0.49,All
261,Southern,Andhra Pradesh,Visakhapatnam,Borra Caves,Cave,Unknown,2.0,4.5,60,No,None,Natural Wonder,Yes,0.31,Afternoon
262,Southern,Andhra Pradesh,Visakhapatnam,War Memorial,War Memorial,Unknown,1.0,4.6,0,Yes,None,Historical,Yes,0.059,All
263,Southern,Andhra Pradesh,Visakhapatnam,Indira Gandhi Zoological Park,Zoo,1977,2.0,4.1,20,Yes,Monday,Wildlife,Yes,0.25,Afternoon
264,Southern,Andhra Pradesh,Visakhapatnam,Matsyadarshini Aquarium,Aquarium,Unknown,1.0,3.8,20,Yes,None,Recreational,Yes,0.03,All
265,Southern,Andhra Pradesh,Visakhapatnam,Visakha Museum,Museum,1991,1.0,4.3,10,Yes,None,Cultural,Yes,0.065,All
266,Eastern,Sikkim,Gangtok,Nathula Pass,Hill,Unknown,2.0,4.3,20,Yes,None,Historical,Yes,0.15,Afternoon
267,Eastern,Sikkim,Pelling,Pemayangtse Monastery,Monastery,1705,1.0,4.6,20,No,None,Religious,No,0.015,Morning
268,Eastern,Sikkim,Namchi,Char Dham,Religious Complex,211,2.0,4.7,50,Yes,None,Religious,No,0.12,All
269,Eastern,Sikkim,Gangtok,Rumtek Monastery,Monastery,1960s,1.0,4.6,10,Yes,None,Religious,No,0.035,Morning
270,Eastern,Sikkim,Ravangla,Buddha Park,Park,213,1.0,4.8,50,Yes,None,Cultural,Yes,0.1,All
271,Eastern,Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1967,1.0,4.7,0,Yes,None,Religious,No,0.075,All
272,Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,2.0,4.5,0,Yes,None,Nature,Yes,0.15,Morning
273,North Eastern,Assam,Guwahati,Kamakhya Temple,Temple,Unknown,2.0,4.6,0,Yes,None,Religious,No,0.21,All
274,North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,1905,3.0,4.5,650,No,None,Wildlife,No,0.068,Morning
275,North Eastern,Assam,Guwahati,Umananda Island,Island,Unknown,1.0,4.1,0,Yes,None,Nature,Yes,0.01,Morning
276,North Eastern,Assam,Sivasagar,Sivasagar Sivadol,Temple,1734,1.0,4.7,0,No,None,Historical,Yes,0.065,All
277,North Eastern,Assam,Majuli,Majuli Island,River Island,Unknown,2.0,4.7,0,No,None,Cultural,Yes,0.01,Morning
278,North Eastern,Assam,Manas,Manas National Park,National Park,1990,3.0,4.6,500,No,None,Wildlife,Yes,0.19,Morning
279,North Eastern,Assam,Hajo,Hayagriva Madhava Temple,Temple,Unknown,1.0,4.5,0,No,None,Religious,Yes,0.9,All
280,North Eastern,Assam,Guwahati,Pobitora Wildlife Sanctuary,Wildlife Sanctuary,1987,2.0,4.4,500,Yes,None,Wildlife,Yes,0.037,All
281,North Eastern,Arunachal Pradesh,Tawang,Tawang Monastery,Monastery,1680,2.0,4.7,0,No,None,Religious,No,0.032,Morning
282,North Eastern,Tripura,Agartala,Ujjayanta Palace,Palace,1901,1.5,4.5,10,Yes,Monday,Historical,Yes,0.035,All
283,North Eastern,Tripura,Dumboor,Dumboor Lake,Lake,Unknown,1.0,4.5,0,No,None,Nature,Yes,0.01,Morning
284,North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,700,1.5,4.5,20,No,None,Historical,Yes,0.025,Morning
285,Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,Unknown,1.5,4.6,0,No,None,Nature,Yes,0.19,Morning
286,North Eastern,Nagaland,Dzükou Valley,Dzükou Valley,Valley,Unknown,3.0,4.7,0,No,None,Trekking,Yes,0.01,Afternoon
287,Southern,Puducherry,Puducherry,Promenade Beach,Beach,Unknown,1.0,4.5,0,Yes,None,Recreational,Yes,0.09,Morning
288,Southern,Puducherry,Auroville,Auroville,Township,1968,2.0,4.1,0,Yes,None,Cultural,Yes,0.035,All
289,Southern,Puducherry,Puducherry,Paradise Beach,Beach,Unknown,1.0,4.5,200,Yes,None,Recreational,Yes,0.015,Morning
290,Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1906,1.5,4.7,30,Yes,Monday,Historical,Yes,0.12,Afternoon
291,Southern,Andaman and Nicobar Islands,Havelock Island,Radhanagar Beach,Beach,Unknown,1.0,4.8,0,No,None,Nature,Yes,0.09,Morning
292,Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,1.0,4.5,0,No,None,Nature,Yes,0.04,Morning
293,Southern,Andaman and Nicobar Islands,Baratang Island,Limestone Caves,Natural Feature,Unknown,1.5,4.4,250,No,None,Nature,Yes,0.015,Morning
294,Western,Daman and Diu,Diu,Naida Caves,Cave,Unknown,1.0,4.5,0,No,None,Nature,Yes,0.6,Afternoon
295,Western,Daman and Diu,Diu,Diu Fort,Fort,1535,1.5,4.6,0,No,None,Historical,Yes,1.2,Afternoon
296,Eastern,Jharkhand,Deoghar,Baba Baidyanath Temple,Temple,Unknown,1.0,4.7,0,Yes,None,Religious,Yes,1.8,All
297,Eastern,Jharkhand,Ranchi,Pahari Mandir,Temple,Unknown,1.0,4.6,0,Yes,None,Religious,Yes,0.13,All
298,Eastern,Bihar,Bodh Gaya,Mahabodhi Temple,Temple,-260,1.5,4.7,0,Yes,None,Religious,Yes,0.2,All
299,Eastern,Bihar,Patna,Sanjay Gandhi Biological Park,Zoo,Unknown,2.5,4.3,30,Yes,None,Wildlife,Yes,0.5,All
300,Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,1.0,4.7,0,Yes,None,Religious,Yes,0.25,All
301,Eastern,Bihar,Patna,Budhha Smriti Park,Park,Unknown,1.0,4.4,10,Yes,None,Cultural,Yes,0.31,All
302,Northern,Haryana,Gurugram,Kingdom of Dreams,Entertainment,2010,3.0,4.4,1100,Yes,Monday,Entertainment,Yes,0.3,Afternoon
303,Northern,Haryana,Gurugram,Ambience Mall,Mall,Unknown,2.0,4.6,0,Yes,None,Shopping,Yes,1.2,Afternoon
304,Northern,Haryana,Gurugram,DLF CyberHub,Commercial Complex,Unknown,2.0,4.7,0,Yes,None,Entertainment,Yes,0.71,Afternoon
305,Northern,Delhi,New Delhi,Gurudwara Bangla Sahib,Gurudwara,Unknown,1.0,4.8,0,Yes,None,Religious,Yes,1.05,All
306,Northern,Uttarakhand,Kedarnath,Kedarnath,Temple,Unknown,1.5,4.8,0,No,None,Religious,No,2.0,All
307,Central,Uttar Pradesh,Noida,DLF Mall of India,Mall,2016,2.0,4.6,0,Yes,None,Shopping,Yes,1.5,All
308,Central,Uttar Pradesh,Greater Noida,The Grand Venice Mall,Mall,Unknown,2.0,4.2,0,Yes,None,Shopping,Yes,0.45,All
309,Southern,Karnataka,Bengaluru,Wonderla Amusement Park,Amusement Park,2005,4.0,4.5,890,Yes,None,Entertainment,Yes,0.95,All
310,Eastern,Odisha,Bhubaneswar,Nandankanan Zoological Park,Zoo,1960,3.0,4.4,50,Yes,Monday,Wildlife,Yes,0.81,Afternoon
311,Southern,Karnataka,Bengaluru,Orion Mall,Mall,2012,2.0,4.5,0,Yes,None,Shopping,Yes,1.8,All
312,Southern,Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,2.0,4.5,0,Yes,None,Shopping,Yes,1.2,All
313,Northern,Delhi,New Delhi,Jama Masjid,Mosque,1656,1.0,4.5,0,Yes,None,Historical,Yes,0.49,All
314,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,Unknown,1.5,4.7,0,Yes,None,Religious,No,0.1,All
315,Central,Uttar Pradesh,Greater Noida,Buddh International Circuit,Race Track,2011,2.0,4.6,1500,Yes,Sunday,Sports,Yes,7.4,All
316,Central,Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2020,2.0,4.6,0,Yes,None,Shopping,Yes,0.35,All
317,Southern,Kerala,Kochi,LuLu International Shopping Mall,Mall,2013,3.0,4.6,0,Yes,None,Shopping,Yes,1.9,All
318,Northern,Delhi,New Delhi,Rail Museum,Museum,1977,2.0,4.4,50,Yes,Monday,Cultural,Yes,0.24,Morning
319,North Eastern,Meghalaya,Cherrapunji,Living Root Bridge,Natural Feature,Unknown,2.0,4.6,0,No,None,Nature,Yes,0.06,Morning
320,Western,Gujarat,Gandhinagar,Akshardham,Temple,1992,3.0,4.6,0,Yes,Monday,Religious,No,0.18,All
321,Central,Uttar Pradesh,Agra,Agra Fort,Fort,1565,2.0,4.5,40,Yes,None,Historical,Yes,1.3,Afternoon
322,Central,Madhya Pradesh,Bhopal,Madhya Pradesh Tribal Museum,Museum,2013,2.0,4.7,10,Yes,Monday,Cultural,Yes,0.15,All
323,Northern,Rajasthan,Jaipur,City Palace,Palace,1727,2.0,4.4,200,Yes,None,Historical,Yes,0.51,Morning
324,Northern,Rajasthan,Jaipur,Albert Hall Museum,Museum,1887,2.0,4.5,200,Yes,None,Historical,Yes,0.63,All
325,Northern,Delhi,Delhi,Raj Ghat,Memorial,1948,1.0,4.7,0,Yes,None,Historical,Yes,0.3,All
326,Northern,Delhi,Delhi,National Crafts Museum,Cultural,1956,2.0,4.5,50,Yes,Tuesday,Cultural,Yes,0.4,All
327,Western,Maharashtra,Mumbai,Sanjay Gandhi National Park,Park,1974,3.0,4.3,25,Yes,Monday,Wildlife,Yes,0.6,All
328,Western,Maharashtra,Mumbai,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,Museum,1922,2.0,4.6,500,Yes,None,Historical,Yes,0.35,All
329,Southern,Karnataka,Bangalore,Bangalore Palace,Palace,1878,2.0,4.5,230,Yes,None,Historical,Yes,0.5,All
330,Southern,Karnataka,Bangalore,Lalbagh Botanical Garden,Garden,1760,1.5,4.4,20,Yes,None,Botanical,Yes,0.65,All
331,Northern,Delhi,Delhi,Safdarjung's Tomb,Tomb,1754,1.0,4.3,200,Yes,None,Historical,Yes,0.3,Morning
332,Northern,Delhi,Delhi,National Museum,Museum,1960,2.5,4.5,20,Yes,Monday,Cultural,Yes,0.0,
333,Western,Maharashtra,Mumbai,Marve Beach,Beach,Unknown,2.0,4.2,0,Yes,None,Recreational,Yes,0.2,Evening
334,Southern,Karnataka,Bangalore,Vidhana Soudha,Government Building,1956,1.0,4.6,0,Yes,None,Architectural,No,0.8,Morning
335,Northern,Delhi,Delhi,National Rail Museum,Museum,1977,2.0,4.4,50,Yes,Monday,Scientific,Yes,0.45,All
336,Western,Maharashtra,Mumbai,Elephanta Caves,Cave,600,2.0,4.5,250,Yes,None,Historical,Yes,0.4,Morning
337,Southern,Tamil Nadu,Chennai,Fort St. George,Fort,1644,2.0,4.3,100,Yes,None,Historical,Yes,0.5,Afternoon
338,Eastern,West Bengal,Kolkata,Eden Gardens,Cricket Ground,1864,2.0,4.1,500,Yes,None,Sports,Yes,0.6,All
339,Southern,Andhra Pradesh,Hyderabad,Ramoji Film City,Film Studio,1996,4.0,4.5,1150,Yes,None,Entertainment,Yes,0.8,All
340,Western,Gujarat,Ahmedabad,Kankaria Lake,Lake,1451,1.5,4.5,25,Yes,None,Recreational,Yes,0.4,Morning
341,Northern,Uttarakhand,Dehradun,Robber's Cave,Cave,Unknown,1.5,4.3,0,Yes,None,Nature,Yes,0.3,Afternoon
342,Northern,Rajasthan,Jaipur,City Palace,Palace,1729,2.0,4.6,200,Yes,None,Historical,Yes,0.7,All
343,Western,Maharashtra,Pune,Shaniwar Wada,Fort,1732,1.0,4.4,100,Yes,None,Historical,Yes,0.5,Morning
344,Southern,Kerala,Kochi,Fort Kochi,Beach,Unknown,1.0,4.5,0,Yes,None,Historical,Yes,0.3,Evening
345,Eastern,West Bengal,Kolkata,Victoria Memorial,Museum,1921,2.0,4.7,20,Yes,Monday,Artistic,Yes,0.65,All
346,Southern,Andhra Pradesh,Hyderabad,Charminar,Monument,1591,1.0,4.6,5,Yes,None,Historical,Yes,0.9,Morning
347,Western,Gujarat,Ahmedabad,Sabarmati Ashram,Historical,1917,1.5,4.7,0,Yes,None,Historical,Yes,0.4,Afternoon
348,Northern,Uttarakhand,Dehradun,Tapkeshwar Temple,Temple,Unknown,1.0,4.4,0,Yes,None,Religious,Yes,0.35,All
349,Northern,Rajasthan,Jaipur,Hawa Mahal,Palace,1799,1.0,4.6,50,Yes,None,Architectural,Yes,1.2,Morning
350,Southern,Tamil Nadu,Chennai,Marina Beach,Beach,Unknown,2.0,4.3,0,Yes,None,Recreational,Yes,0.8,Evening
351,Eastern,West Bengal,Kolkata,Indian Museum,Museum,1814,2.0,4.6,100,Yes,Monday,Historical,Yes,0.4,All
352,Southern,Andhra Pradesh,Hyderabad,Salar Jung Museum,Museum,1951,2.0,4.5,200,Yes,None,Historical,Yes,0.5,Morning
353,Western,Gujarat,Ahmedabad,Calico Museum of Textiles,Museum,1949,1.5,4.5,150,Yes,Tuesday,Cultural,Yes,0.35,Afternoon
354,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,1.0,4.6,0,Yes,None,Religious,No,0.3,All
355,Northern,Rajasthan,Jaipur,Amber Fort,Fort,1592,2.0,4.7,100,Yes,None,Historical,Yes,1.1,Morning
356,Southern,Tamil Nadu,Chennai,Guindy National Park,Park,1976,2.5,4.4,20,Yes,Monday,Environmental,Yes,0.55,Afternoon
357,Eastern,West Bengal,Kolkata,Howrah Bridge,Bridge,1943,0.5,4.6,0,Yes,None,Architectural,No,1.3,All
358,Southern,Andhra Pradesh,Hyderabad,Golconda Fort,Fort,1600,2.0,4.5,15,Yes,None,Historical,Yes,0.7,Morning
359,Western,Gujarat,Ahmedabad,Adalaj Stepwell,Stepwell,1499,1.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
360,Northern,Uttarakhand,Dehradun,Wadia Institute of Himalayan Geology,Museum,1968,2.0,4.4,0,Yes,None,Educational,Yes,0.4,All
361,Northern,Rajasthan,Jaipur,Jal Mahal,Palace,1799,1.0,4.5,50,Yes,None,Historical,Yes,0.8,Evening
362,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.0,4.2,0,Yes,None,Recreational,Yes,0.7,Morning
363,Eastern,West Bengal,Kolkata,Dakshineswar Kali Temple,Temple,1855,1.0,4.7,0,Yes,None,Religious,Yes,0.9,All
364,Southern,Andhra Pradesh,Hyderabad,Birla Mandir,Temple,1976,1.0,4.8,0,Yes,None,Religious,No,0.6,Morning
365,Western,Gujarat,Ahmedabad,Kamla Nehru Zoo,Zoo,1951,2.0,4.3,50,Yes,Monday,Wildlife,Yes,0.45,Afternoon
366,Northern,Uttarakhand,Dehradun,Zonal Anthropological Museum,Museum,1971,1.5,4.5,30,Yes,Wednesday,Educational,Yes,0.3,All
367,Northern,Rajasthan,Jaipur,Rajasthan State Archives,Museum,1955,2.0,4.4,0,Yes,Tuesday,Historical,Yes,0.4,Morning
368,Southern,Tamil Nadu,Chennai,Saint Thomas Mount,Religious,1523,1.0,4.6,0,Yes,None,Religious,Yes,0.5,Evening
369,Eastern,West Bengal,Kolkata,Birla Industrial & Technological Museum,Science Center,1959,2.0,4.5,100,Yes,Monday,Educational,Yes,0.6,All
370,Southern,Andhra Pradesh,Hyderabad,Public Gardens,Park,1846,1.5,4.4,0,Yes,None,Recreational,Yes,0.4,Morning
371,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,1.5,4.7,20,Yes,Monday,Historical,Yes,0.55,Afternoon
372,Northern,Uttarakhand,Dehradun,FRI Museum,Museum,1906,2.0,4.6,40,Yes,Saturday,Educational,Yes,0.5,All
373,Northern,Rajasthan,Jaipur,Albert Hall Museum,Museum,1887,2.0,4.5,200,Yes,None,Historical,Yes,1.0,Morning
374,Southern,Tamil Nadu,Chennai,Theosophical Society,Garden,1875,1.5,4.3,0,Yes,None,Spiritual,Yes,0.3,Afternoon
375,Eastern,West Bengal,Kolkata,Alipore Zoological Gardens,Zoo,1876,2.0,4.4,100,Yes,Monday,Wildlife,Yes,0.65,All
376,Southern,Andhra Pradesh,Hyderabad,Mecca Masjid,Religious,1694,1.0,4.7,0,Yes,None,Religious,No,0.7,Morning
377,Western,Gujarat,Ahmedabad,Manek Chowk,Market,1740,1.5,4.5,0,Yes,None,Cultural,Yes,0.55,Evening
378,Northern,Uttarakhand,Dehradun,Malsi Deer Park,Zoo,1976,1.5,4.4,20,Yes,None,Wildlife,Yes,0.3,All
379,Northern,Rajasthan,Jaipur,Sisodia Rani Garden,Garden,1728,1.0,4.3,50,Yes,None,Botanical,Yes,0.45,Morning
380,Southern,Tamil Nadu,Chennai,Kapaleeshwarar Temple,Temple,7th century,1.0,4.7,0,Yes,None,Religious,Yes,0.6,Afternoon
381,Eastern,West Bengal,Kolkata,Science City,Science Center,1997,3.0,4.5,500,Yes,Monday,Educational,Yes,0.7,All
382,Southern,Andhra Pradesh,Hyderabad,Qutb Shahi Tombs,Historical,1543,1.5,4.6,20,Yes,None,Historical,Yes,0.5,Morning
383,Western,Gujarat,Ahmedabad,Teen Darwaza,Historical,1411,1.0,4.5,0,Yes,None,Cultural,Yes,0.4,Afternoon
384,Northern,Uttarakhand,Dehradun,Asan Barrage,Recreational,1967,1.5,4.3,0,Yes,None,Recreational,Yes,0.35,All
385,Northern,Rajasthan,Jaipur,Nahargarh Fort,Fort,1734,2.0,4.6,200,Yes,None,Historical,Yes,0.8,Morning
386,Southern,Tamil Nadu,Chennai,Connemara Public Library,Library,1896,2.0,4.7,0,Yes,Monday,Educational,Yes,0.5,Afternoon
387,Eastern,West Bengal,Kolkata,Prinsep Ghat,Monument,1841,1.0,4.6,0,Yes,None,Historical,Yes,0.6,Evening
388,Southern,Andhra Pradesh,Hyderabad,Hussain Sagar Lake,Lake,1562,1.5,4.5,0,Yes,None,Scenic,Yes,0.7,All
389,Western,Gujarat,Ahmedabad,Bhadra Fort,Fort,1411,2.0,4.4,25,Yes,None,Historical,Yes,0.45,Morning
390,Northern,Uttarakhand,Dehradun,Dakpathar,Park,1986,2.0,4.2,0,Yes,None,Recreational,Yes,0.3,Afternoon
391,Northern,Rajasthan,Jaipur,Rambagh Palace,Hotel,1835,1.5,4.8,200,Yes,None,Luxury,Yes,1.1,All
392,Southern,Tamil Nadu,Chennai,Valluvar Kottam,Monument,1976,1.0,4.5,20,Yes,None,Cultural,Yes,0.55,Evening
393,Eastern,West Bengal,Kolkata,Nicco Park,Amusement Park,1991,3.0,4.3,250,Yes,Monday,Recreational,Yes,0.65,All
394,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,1.5,4.4,50,Yes,None,Historical,Yes,0.4,Morning
395,Western,Gujarat,Ahmedabad,Ahmedabad Science City,Science Center,2011,3.0,4.6,150,Yes,Wednesday,Educational,Yes,0.55,Afternoon
396,Northern,Uttarakhand,Dehradun,Lachhiwala,Recreational,1950,2.0,4.1,0,Yes,None,Nature,Yes,0.25,All
397,Northern,Rajasthan,Jaipur,Jaigarh Fort,Fort,1726,2.0,4.7,85,Yes,None,Historical,Yes,0.9,Morning
398,Southern,Tamil Nadu,Chennai,Madras War Cemetery,Memorial,1952,1.0,4.6,0,Yes,None,Historical,Yes,0.35,Afternoon
399,Eastern,West Bengal,Kolkata,Belur Math,Religious,1938,2.0,4.8,0,Yes,None,Spiritual,Yes,0.7,All
400,Southern,Andhra Pradesh,Hyderabad,Chowmahalla Palace,Palace,1869,2.0,4.7,200,Yes,None,Historical,Yes,0.6,Morning
401,Western,Gujarat,Ahmedabad,Jama Masjid,Mosque,1424,1.0,4.5,0,Yes,None,Religious,Yes,0.3,Afternoon
402,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,2001,3.0,4.4,50,Yes,Monday,Wildlife,Yes,0.4,All
